Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Reyes Tienda Vaquera,"Calle Benito Juárez 27, esq, 83000 Hermosillo, Son.",662 213 0958,NULL,NULL,facebook.com,NULL,46 reseñas,"4,5",Tienda de ropa
2PJ TRANSERVICIOS,"Carretera Nogales Km 9.5, Hermosillo, Son.",662 223 1946,NULL,NULL,2pj.com.mx,NULL,3 reseñas,"2,3",NULL
NULL,NULL,662 210 4437,NULL,NULL,montacargasrenta.com.mx,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Electromecánica Tollan S.A. de C.V.,"Puerto Peñasco 103, El Palmar, 42088 Pachuca de Soto, Hgo.",771 710 4643,20.109265,-98.7704774,NULL,NULL,1 reseña,"5,0",Electricista
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,powerstein.com.mx,NULL,17 reseñas,"3,6",Proveedor de equipos de energía solar
Pausami,"C. 25 114, Olivar del Conde 2da Secc, Álvaro Obregón, 01408 Ciudad de México, CDMX",55 5602 2489,19.37045,-99.2164333,NULL,NULL,1 reseña,"5,0",Empresa constructora
NULL,"C. 57 510, Paseo de las Fuentes, 97000 Mérida, Yuc.",999 924 2087,20.9806895,-89.647062,NULL,NULL,1 reseña,"1,0",Librería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Margarina Liss,"C. 10 511-515, Cortés Sarmiento, 97168 Mérida, Yuc.",999 929 0261,20.9621863,-89.5950361,NULL,NULL,6 reseñas,"4,7",Tienda de ultramarinos
ICEISA,"C. Orquidea 1710, La Joya, 89602 Altamira, Tamps.",833 304 1779,22.4038318,-97.9141544,NULL,NULL,29 reseñas,"4,7",Empresa constructora
Interventas Diagonal,"Blvd. Diagonal Reforma 1795 Ote Col, Santa María, 27000 Torreón, Coah.",871 713 0260,NULL,NULL,grupointerventas.mx,NULL,6 reseñas,"4,8",Comercio
TOROSQUI S.A. DE C.V.,"Xicoténcatl 5A, Esfuerzo Nacional, 55320 Ecatepec de Morelos, Méx.",55 2752 1835,19.5286054,-99.0742965,torosqui.com.mx,NULL,3 reseñas,"5,0",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Transportes Mineros de Coahuila,"Libramiento Carlos Salinas de Gortari Km. 1.5, Asturias, 25790 Monclova, Coah.",866 636 4110,NULL,NULL,transportesmineros.com,NULL,81 reseñas,"4,0",Servicio de transporte
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GRUPO SOL REY,"Av. de la Solidaridad Iberoamericana 3800, La Duraznera, 45680 San Pedro Tlaquepaque, Jal.",33 3837 3760,NULL,NULL,solrey.com,NULL,47 reseñas,"4,3",NULL
Refacciones Hidráulicas de Occidente S.A. de C.V.,"Avenida Solidaridad Iberoamericana 2855, Minerales, Las Pintitas, 44100 Guadalajara, Jal.",33 3695 8100,NULL,NULL,rho-mx.com,NULL,15 reseñas,"4,5",Tienda de repuestos para automóviles
"Construsistemas Sustentables Gh, S.a. De C.v.","C. Isla María Magdalena 1750, Bosques de La Victoria, 44540 Guadalajara, Jal.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Operadora Mexicana de Videojuegos,"Pelícano 1537, Morelos, 44919 Guadalajara, Jal.",33 3817 8111,NULL,NULL,NULL,NULL,,,Centro de ocio infantil
Distinción en Colchones,"C. Pedro Landázuri 733, La Perla, 44360 Guadalajara, Jal.",33 3617 4419,NULL,NULL,NULL,NULL,9 reseñas,"5,0",Colchonería
SEDA AUTO PARTES DE COLISION,"C. Gante 642, Las Conchas, 44460 Guadalajara, Jal.",33 3650 1003,NULL,NULL,autopartesdecolision.com.mx,NULL,14 reseñas,"4,0",Tienda de repuestos de automóviles usados
ENERGYMET,"Anita Castro 125, Cerrito de Jerez, 37530 León, Gto.",477 332 6157,NULL,NULL,energymet.com.mx,NULL,32 reseñas,"4,7",Oficinas de empresa
TRANSPORTES BSJ SA DE CV,"Tecomán, La Estación, 28134 Tecomán, Col.",NULL,NULL,NULL,NULL,NULL,9 reseñas,"4,6",Tienda de ultramarinos
CYPROALIMENTOS SA DE CV,"KM 6 CARRETERA, 28945 Chanchopa, Col.",313 122 8498,NULL,NULL,cyproalimentos.com.mx,NULL,4 reseñas,"4,3",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Src Opromex,NULL,55 2156 5177,NULL,NULL,NULL,NULL,7 reseñas,"4,7",Tienda de materiales para la construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Maderas Diseno Alternativo Sa De C.v.,"Prol. 16 de Septiembre 512, Contadero, Cuajimalpa de Morelos, 05230 Ciudad de México, CDMX",NULL,19.3491963,-99.3041198,NULL,NULL,3 reseñas,"4,7",Tienda de muebles
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,614 504 9527,NULL,NULL,NULL,NULL,,,Tienda de accesorios para móviles
Cubiertas Y Estructuras Modernas SA de CV,"Zempoaltépetl 12, Los Volcanes, 57450 Nezahualcóyotl, Méx.",55 5763 7990,19.408178,-99.0534867,cemsacubiertas.com,NULL,40 reseñas,"4,3",Servicio de laminado
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mexican Press Service,"Miguel Lerdo de Tejada, San Juanito, 56121 Texcoco, Méx.",595 955 3569,19.5183363,-98.8721359,NULL,NULL,,,Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Agrocampo Peninsular SA de CV,"Calle 54? Calle 65 y 67, Centro, 97000 Mérida, Yuc.",999 111 3946,20.963499,-89.6193476,NULL,NULL,10 reseñas,"4,7",Proveedor de equipos agrícolas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Florería San Felipe,"P.º de Los Suspiros No. 101, Residencial Campestre la Rosita, 27250 Torreón, Coah.",871 721 8290,NULL,NULL,floreriasanfelipe.com.mx,NULL,57 reseñas,"4,6",Floristería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,19.3174581,-99.0798617,NULL,NULL,,"4,3",Imprenta
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Texopilli especialidades medicas,"Blvd. de los Deportes, Tejupilco, 51400 Tejupilco de Hidalgo, Méx.",724 267 5664,NULL,NULL,NULL,NULL,3 reseñas,"2,3",Hospital especializado
Embotelladora Soto de Chihuahua,"Nombre de Dios, 31150 Chihuahua, Chih.",614 424 1111,NULL,NULL,NULL,NULL,21 reseñas,"4,7",Tienda de refrescos
Graffiti Digital,"Sto. Domingo 3135, Buena Vista, Mineral de Santa Fe, 22416 Tijuana, B.C.",664 972 0272,NULL,NULL,graffiti-digital.com,NULL,52 reseñas,"4,4",Imprenta comercial
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,624 144 7236,NULL,NULL,equipamientohotelerodemexico.com,NULL,NULL,NULL,NULL
NULL,NULL,NULL,19.3797716,-99.1799395,NULL,NULL,NULL,NULL,NULL
GS & GS Opus Infraestructura S.A. de C.V.,"Av.Aquiles Serdán 5703, San Baltazar Campeche, 72550 Puebla, Pue.",222 244 2401,19.0180478,-98.207157,NULL,NULL,2 reseñas,"3,0",Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"Lago Bolsena 176, Modelo Pensil, Miguel Hidalgo, 11450 Ciudad de México, CDMX",55 5992 8900,19.4462573,-99.1890455,televital.com.mx,NULL,17 reseñas,"4,2",Distribuidor de equipos de telecomunicación
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Productoszk,"Av. Canal de Chalco Mz. 6 No. 2 Col, Lomas Estrella, Iztapalapa, Ciudad de México",55 5443 2676,19.3101577,-99.0918575,placasdeteflon.com.mx,NULL,,,Fábrica
Alien SA de CV,"Av. Pdte. Plutarco Elías Calles # 399, Santa Anita, Iztacalco, 08300 Ciudad de México, CDMX",55 4172 4149,19.3984255,-99.1163826,alien.com.mx,NULL,2 reseñas,"4,0",Servicio de recubrimiento en polvo
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Abastecedora Universal de Magneticos,,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
El Nuevo Faro,"Calle del Correo Mayor 56 H, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX",55 5522 5581,19.4306007,-99.1302444,mercadoshops.com.mx,NULL,431 reseñas,"4,1",Tienda de ropa interior
Ferretera Oriente HEDA sa de cv,"C. Pablo García 279, Juan Escutia, Iztapalapa, 09100 Ciudad de México, CDMX",55 5745 4525,19.3946407,-99.0495583,negocio.site,NULL,1 reseña,"5,0",Tienda de materiales para la construcción
Servicios Caballero Sa De Cv,"Calle Pte 10 9, Cuchilla del Tesoro, Gustavo A. Madero, 07900 Ciudad de México, CDMX",NULL,19.4473476,-99.0627724,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONCRETO LANZADO DE FRESNILLO,"TIRO SAN LUIS #2, Beleña, 99000 Fresnillo, Zac.",493 983 9089,NULL,NULL,NULL,NULL,126 reseñas,"4,0",NULL
Carbuauto SA de CV,"C. Primavera 130 Poniente, La Era, 76150 Santiago de Querétaro, Qro.",442 217 5055,NULL,NULL,negocio.site,NULL,14 reseñas,"4,2",Taller de automóviles
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hergon Corporativo en Diseño y Construcción,"Vicente Guerrero 212, Centro, 73800 Teziutlán, Pue.",231 312 3987,19.8111766,-97.3623932,hergoncorporativo.com.mx,NULL,1 reseña,"5,0",Tienda de materiales para la construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MISCO S.A de C.V.,"Dr. Jimenez 33, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX",55 5578 9011,19.4225909,-99.1482955,misco.com.mx,NULL,1 reseña,"5,0",Empresa de suministros industriales
"Heco Producciones Graficas, S.A. de C.V.","Calle Dr Olvera 109, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX",55 5761 9494,19.4156536,-99.1488383,facebook.com,NULL,10 reseñas,"5,0",Imprenta
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo s33,"Sinaloa 33 5, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5525 6825,19.4213158,-99.1656326,grupo-s33.com,NULL,2 reseñas,"2,0",Estudio de arquitectura
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FAM EXPRESS Operador Logistico Internacional S.A. de C.V.,"Prolongación, Calle Isidro Fabela 126, Los Reyes, 54900 Tultitlán de Mariano Escobedo, Méx.",NULL,19.6265228,-99.167275,NULL,NULL,18 reseñas,"4,2",Cerrado permanentemente
NULL,"Alta Tensión 98, Álvaro Obregón, 01470 Ciudad de México, CDMX",55 5660 0328,19.3714581,-99.2039962,NULL,NULL,1 reseña,"1,0",Tienda de telas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Avimentos S.A. de C.V.,"Av. de las Granjas 772 B, Santa Catarina, Azcapotzalco, 02250 Ciudad de México, CDMX",55 5394 0077,19.4923529,-99.1734005,NULL,NULL,,,Prestamista hipotecario
"Inaya, S.A. de C.V.","Calle Parral 44, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX",55 5280 5907,19.4127907,-99.1738434,inaya.com.mx,NULL,1 reseña,"5,0",Cerrado permanentemente
Productos de Latón de Alta Calidad,"Calle Gral. Juan Cano 27, San Miguel Chapultepec I Secc, Miguel Hidalgo, 11850 Ciudad de México, CDMX",55 2614 9311,19.4146426,-99.1841198,NULL,NULL,1 reseña,"5,0",Tienda de materiales para la construcción
Gilmar y Maccagnan Estudios Fotograficos,"Av Moliere 91, Polanco, Polanco III Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX",55 5280 6966,19.4327604,-99.2016509,NULL,NULL,3 reseñas,"5,0",Fotógrafo
Sistemas Integrales en Tratamiento del Agua y Tierra,"Cda. Talara 69, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX",55 5781 6999,19.4831984,-99.1223666,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Validación y Metrología, S.A. de C.V.","Cafetal 53, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX",55 5695 9874,19.4005585,-99.1118304,vamet.mx,NULL,27 reseñas,"4,5",Laboratorio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Química Milro,"Prado, Av. San Mateo, Jardines de San Mateo, 53240 Naucalpan de Juárez, Méx.",55 5360 6655,19.4924776,-99.2595929,NULL,NULL,1 reseña,"4,0",Planta química
GRUPO CONSTRURENT,"República Mexicana, Solidaridad Nacional, 24025 Campeche, Camp.",981 144 2953,19.8701442,-90.4980395,NULL,NULL,,,Empresa constructora
MC Distribuidora Eléctrica,"cerca de Calle 16 508, Prohogar, 02600 Azcapotzalco, CDMX",55 5355 0329,19.4735167,-99.1527413,mcdistribuidoraelectrica.com.mx,NULL,30 reseñas,"4,0",Tienda de electricidad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Electrometálica 2000,"Chimalpa, Mora 31, Granjas Familiares, 55885 Tepexpan, Méx.",594 957 0539,19.6209881,-98.929944,NULL,NULL,6 reseñas,"3,5",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Coinsar y Coynsar Transportes S. de R. L. de C. V.,"C. 23 52C, Santa Cruz Aviación, Venustiano Carranza, 15540 Ciudad de México, CDMX",,19.4223405,-99.0967874,NULL,NULL,41 reseñas,"4,6",Comercio
NULL,NULL,NULL,19.4397955,-99.0783983,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FACTORY IN MOTION SA DE CV,"C. Ote. 241 A 12, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX",NULL,19.4010223,-99.0710306,NULL,NULL,2 reseñas,"3,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TECSICO S.A. de C.V.,"Montecito 38, Napoles, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX",55 9000 0053,19.3939173,-99.1745889,NULL,NULL,1 reseña,"5,0",Asesor en ingeniería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
VIAJES EDI'S PLAZA,"Calz de la Candelaria 67, Hacienda Ojo de Agua, 55770 Ojo de Agua, Méx.",55 5932 1033,19.673793,-99.0212249,facebook.com,NULL,17 reseñas,"4,2",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,19.5344856,-99.1184557,NULL,NULL,2 reseñas,"4,5",Taller de costura
Imprenta Nexo Grafico,"C. Pekín 82, Aquiles Serdán, Venustiano Carranza, 15430 Ciudad de México, CDMX",NULL,19.4452442,-99.0935466,NULL,NULL,1 reseña,"5,0",Imprenta
Transformación Cálculo Y Aplicación En Aceros S.A. DE C.V,"72670, Analco, 72670 Santa María Coronango, Pue.",222 511 7774,19.1226219,-98.3006734,negocio.site,NULL,,,Distribuidor de acero
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tigger Jeans,"Emiliano Zapata SN, San Diego, Concepción la CRuz, 72000 San Andrés Cholula, Pue.",222 284 1511,19.0369795,-98.3120682,NULL,NULL,1 reseña,"5,0",Tienda de ropa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Refacciones Electromecanicas Castell De Puebla Sa De Cv,"Blvd. San Felipe 11, Real del Monte, 72060 Puebla, Pue.",222 230 2838,19.0650127,-98.2214669,recsapuebla.com.mx,NULL,13 reseñas,"4,1",Tienda de electricidad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Super Express La Chicharra, SA de CV","Ciénega de Flores, N.L.",81 8386 8036,NULL,NULL,lachicharra.com.mx,NULL,59 reseñas,"3,9",Empresa de transporte por camión
One Plus Industrial Solution SA de CV,"Parque Industrial el Sabinal, Av. Luis Donaldo Colosio 286, 66645 Cd Apodaca, N.L.",81 8145 4600,NULL,NULL,NULL,NULL,17 reseñas,"3,6",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trak Transportaciones sa de cv,"km 34.5, Saltillo, Sin Colonia, Cd Gral Escobedo, N.L.",81 5000 9870,NULL,NULL,traktransportaciones.com.mx,NULL,55 reseñas,"4,4",Servicio de transporte
Calderas Cal-Aries,"Av. Adolfo López Mateos 229, Los Angeles, 67180 Guadalupe, N.L.",81 8252 9951,NULL,NULL,calaries.com.mx,NULL,1 reseña,"5,0",Calderería industrial
Seguridad Industrial y de Valores,"Calz. del Federalismo Sur 489, Mexicaltzingo, 44180 Guadalajara, Jal.",33 3658 3082,NULL,NULL,sivsaseguridad.com.mx,NULL,10 reseñas,"4,3",Servicio de seguridad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Servicio de Alimentación de Occidente,"Circuito Productividad 305, Universitaria, 45110 Zapopan, Jal.",33 3695 7292,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hospital Medex Roma,"Calle, Pl. Luis Cabrera 18, Cuauhtémoc, 06700 Ciudad de México, CDMX",55 7691 5604,19.4161011,-99.1588369,hospitalmedex.com,NULL,43 reseñas,"4,0",Hospital privado
Integración de Equipos Eléctronicos,"Santa María de Guadalupe, C. Torre del Campo 239, Sta Maria Guadalupe las Torres, 54760 Cuautitlán Izcalli, Méx.",55 5873 2138,19.6335552,-99.2140952,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Comercial de Semillas Regias S.A. de C.V.,"Agustín Melgar 2315, Reforma, 64550 Monterrey, N.L.",81 8374 5548,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jr Audio Digital,"Chuburná de Hidalgo, 97205 Mérida, Yuc.",999 981 1022,21.00634,-89.630435,NULL,NULL,1 reseña,"5,0",Tienda de electrónica
Grupo Luis Vela,"Medusa 195, La Selva Fidepaz, 23097 La Paz, B.C.S.",614 509 9279,NULL,NULL,NULL,NULL,,,Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UNION-KNIT,"C. Cam. Real N°88, Tercera Secc, 90790 Xicohtzinco, Tlax.",222 279 1561,19.1729577,-98.2253749,NULL,NULL,10 reseñas,"4,1",NULL
Anaba Creaciones,"Miguel Hidalgo y Costilla 408, Venta Prieta, 42083 Pachuca de Soto, Hgo.",NULL,20.0853081,-98.7671876,NULL,NULL,NULL,NULL,NULL
CORPORATIVO CAMACHO CARREGGIO Y ASOCIADOS,"Tezcatlipoca 133, Aquiles Serdán, 42034 Pachuca de Soto, Hgo.",771 313 1397,20.1173444,-98.7573751,NULL,NULL,4 reseñas,"3,5",Cerrado permanentemente
Industrias LEC,"Avenida No.1 Poniente, 3233 Interior Sur, Nuevo Bachigualato, 80135 Culiacán Rosales, Sin.",667 760 4130,NULL,NULL,indlec.com.mx,NULL,14 reseñas,"4,9",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Encode Soluciones Tecnológicas,"Sierra de Zimapán 4 – 67, Villas del Sol, 76046 Santiago de Querétaro, Qro.",442 213 0200,NULL,NULL,encodesoluciones.com,NULL,,,Empresa de software
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Super Arturo's,"Miguel Hidalgo 102, Av Mexico, 78430 Soledad de Graciano Sánchez, S.L.P.",444 831 3125,NULL,NULL,facebook.com,NULL,187 reseñas,"3,8",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INDUCCION DIGITAL DE ORIENTE SA DE CV,"Maximiliano Mariles no. 25, Jacarandas, Iztapalapa, 09280 Ciudad de México, CDMX",55 1546 4794,19.3431185,-99.0525921,inducciondigital.com,NULL,12 reseñas,"4,8",Empresa de medios de comunicación
Galvaregia,"Cuarta Avenida No. 403, Parque Industrial Escobedo, 66062 Cd Gral Escobedo, N.L.",NULL,NULL,NULL,NULL,NULL,2 reseñas,"4,0",NULL
Conceptos Mercados S.A. de C.V.,"Av Misión de Loreto 2914, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C.",664 900 7482,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Plastomax S.A. de C.V.,"Bronce 9351, Parque Industrial Cd Mitras, 66000 Monterrey, N.L.",81 8381 0407,NULL,NULL,plastomax.com,NULL,26 reseñas,"4,1",Tienda de artículos para el hogar
Quality Consulting and Sales Techniques SA de CV.,"C. 29-A Sur 3108-interior 302, Benito Juárez, 72400 Puebla, Pue.",222 192 0789,19.042858,-98.2265794,qcstmexico.com,NULL,1 reseña,"5,0",Consultora de administración empresarial
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alimentaciones Eléctricas SA de CV,"Corredor Empresarial, Río Suchiate 24, Sanctorum, 72700 Puebla, Pue.",222 210 5069,19.1145541,-98.251914,almesa.com.mx,NULL,1 reseña,"1,0",Fábrica
Control Profesional de Plagas Maya Kleen,"C. Río Corozal 189, Miramar, 29037 Tuxtla Gutiérrez, Chis.",961 121 0422,16.7683731,-93.114456,NULL,NULL,11 reseñas,"5,0",Empresa de fumigación y control de plagas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Impalmex,"Blvd. San Juan Bosco 3142, Cañada del Refugio, 37358 León, Gto.",477 711 5372,NULL,NULL,impalmex.com,NULL,18 reseñas,"4,9",Mayorista textil
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Multico,"libramiento esquina, Av Insurgentes s/n, 36900 Pénjamo, Gto.",469 692 0345,NULL,NULL,multico.com.mx,NULL,31 reseñas,"4,5",Fundición
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Órgano Interno de Control en la Presidencia Municipal de Progreso de Obregon, Hidalgo","Palacio Municipal, Pl. Constitución 5, Centro, 42730 Progreso, Hgo.",738 725 0651,20.248245,-99.1894523,progreso.hidalgo.gob.mx,NULL,1 reseña,"1,0",Oficina de gobierno local
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4,4",Concesionario de tractores
